id;forloebVarighed;virkStartForloebsId;cvr;cvrIndberet;RID;PID;serverTimeStamp;formURL;feltType;feltId;feltNavn;handling
13;0;13;0;0;0;0;2018-01-01T13:33:33.369;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=87aeb504-ba22-4db5-8983-dfe47051a796;;;;
13;0;13;0;0;0;0;2018-01-01T13:33:39.977;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=87aeb504-ba22-4db5-8983-dfe47051a796;;;cvrnummer;blur
14;0;14;0;0;0;1;2018-01-01T12:33:16.771;https://erst.virk.dk/virksomhedsregistrering/aendring/;;;;
14;0;14;0;0;0;1;2018-01-01T12:33:26.620;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=0ed6127e-1e40-4eb2-ab65-5d5a719deb52;;;;
14;0;14;0;0;0;1;2018-01-01T12:33:38.552;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=0ed6127e-1e40-4eb2-ab65-5d5a719deb52;;;_action_soeg;focus
14;0;14;0;0;0;1;2018-01-01T12:33:38.553;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=0ed6127e-1e40-4eb2-ab65-5d5a719deb52;;;cvrnummer;blur
15;0;15;0;0;1;0;2018-01-01T12:37:30.717;https://erst.virk.dk/virksomhedsregistrering/aendring/;;;;
15;0;15;0;0;1;0;2018-01-01T12:37:39.361;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=914b0df1-c0de-4854-b72b-dbacde826c16;;;;
15;0;15;0;0;1;0;2018-01-01T12:37:48.121;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=914b0df1-c0de-4854-b72b-dbacde826c16;;;cvrnummer;blur
15;0;15;0;0;1;0;2018-01-01T12:38:27.418;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=914b0df1-c0de-4854-b72b-dbacde826c16;;;cvrnummer;focus
15;0;15;0;0;1;0;2018-01-01T12:38:31.485;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=914b0df1-c0de-4854-b72b-dbacde826c16;;;cvrnummer;blur
15;0;15;0;0;1;0;2018-01-01T12:38:31.500;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=914b0df1-c0de-4854-b72b-dbacde826c16;;;_action_soeg;focus
16;0;16;0;0;1;0;2018-01-01T12:08:04.607;https://erst.virk.dk/virksomhedsregistrering/aendring/;;;;
16;0;16;0;0;1;0;2018-01-01T12:08:05.155;https://erst.virk.dk/virksomhedsregistrering/aendring/?formularId=30184&forloebId=afd01308-9cc2-4ea4-a72a-0213c6fc8661;;;;
17;0;17;0;0;1;0;2018-01-01T11:52:22.355;https://erst.virk.dk/virksomhedsregistrering/aendring/;;;;
17;0;17;0;0;1;0;2018-01-01T11:53:29.147;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=d7a400f1-cca7-4fcd-a14d-62a9dd9e8721;;;;
17;0;17;0;0;1;0;2018-01-01T11:53:49.951;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=d7a400f1-cca7-4fcd-a14d-62a9dd9e8721;;;cvrnummer;blur
17;0;17;0;0;1;0;2018-01-01T11:53:50.022;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=d7a400f1-cca7-4fcd-a14d-62a9dd9e8721;;;_action_soeg;focus
17;0;17;0;0;1;0;2018-01-01T12:08:22.609;https://erst.virk.dk/virksomhedsregistrering/aendring/?formularId=30184&forloebId=afd01308-9cc2-4ea4-a72a-0213c6fc8661;;;cvrnummer;blur
18;0;18;0;0;1;0;2018-01-01T12:10:10.422;https://erst.virk.dk/virksomhedsregistrering/aendring/;;;;
18;0;18;0;0;1;0;2018-01-01T12:10:11.027;https://erst.virk.dk/virksomhedsregistrering/aendring/?formularId=30184&forloebId=04b5b53a-e85c-4780-a24f-694fcb517cbd;;;;
19;0;19;0;0;1;0;2018-01-01T13:56:01.100;https://erst.virk.dk/virksomhedsregistrering/aendring/;;;;
19;0;19;0;0;1;0;2018-01-01T13:56:45.512;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=a9dbb0cf-e095-4db4-86a3-7608722111e7;;;;
19;0;19;0;0;1;0;2018-01-01T13:57:14.244;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=a9dbb0cf-e095-4db4-86a3-7608722111e7;;;cvrnummer;blur
19;0;19;0;0;1;0;2018-01-01T13:57:14.245;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=a9dbb0cf-e095-4db4-86a3-7608722111e7;;;_action_soeg;focus
19;0;19;0;0;1;0;2018-01-01T14:00:54.402;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=a9dbb0cf-e095-4db4-86a3-7608722111e7;;;;
20;0;20;0;0;1;0;2018-01-01T09:11:53.142;https://erst.virk.dk/virksomhedsregistrering/aendring/;;;;
20;0;20;0;0;1;0;2018-01-01T09:13:03.174;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=4077b701-d7e1-42f4-9c9c-07cbd8e7fb8b;;;;
20;0;20;0;0;1;0;2018-01-01T09:14:07.681;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=4077b701-d7e1-42f4-9c9c-07cbd8e7fb8b;;;;
21;0;21;0;0;1;0;2018-01-01T09:39:50.178;https://erst.virk.dk/virksomhedsregistrering/aendring/;;;;
21;0;21;0;0;1;0;2018-01-01T09:40:35.928;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=80336349-33f5-46fc-9128-0288e3c09ec5;;;;
22;0;22;0;0;0;0;2018-01-01T09:46:53.259;https://erst.virk.dk/virksomhedsregistrering/aendring/;;;;
22;0;22;0;0;0;0;2018-01-01T09:46:53.820;https://erst.virk.dk/virksomhedsregistrering/aendring/?formularId=30184&forloebId=b14afe5f-9031-46a5-ac49-12f249517523;;;;
22;0;22;0;0;0;0;2018-01-01T09:46:58.470;https://erst.virk.dk/virksomhedsregistrering/aendring/?formularId=30184&forloebId=b14afe5f-9031-46a5-ac49-12f249517523;;;cvrnummer;blur
23;0;23;0;0;0;1;2018-01-01T10:07:30.875;https://erst.virk.dk/virksomhedsregistrering/aendring/;;;;
23;0;23;0;0;0;1;2018-01-01T10:07:56.119;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=27ea9095-0398-401c-8df6-5eb16105d370;;;;
23;0;23;0;0;0;1;2018-01-01T10:08:33.243;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=27ea9095-0398-401c-8df6-5eb16105d370;;;cvrnummer;blur
24;0;24;0;0;1;0;2018-01-01T10:25:04.416;https://erst.virk.dk/virksomhedsregistrering/aendring/;;;;
24;0;24;0;0;1;0;2018-01-01T10:25:07.062;https://erst.virk.dk/virksomhedsregistrering/aendring/?formularId=30184&forloebId=f97e847f-4646-4840-a436-a86f33223d0c;;;;
24;0;24;0;0;1;0;2018-01-01T10:25:13.842;https://erst.virk.dk/virksomhedsregistrering/aendring/?formularId=30184&forloebId=f97e847f-4646-4840-a436-a86f33223d0c;;;cvrnummer;blur
24;0;24;0;0;1;0;2018-01-01T10:25:25.668;https://erst.virk.dk/virksomhedsregistrering/aendring/?formularId=30184&forloebId=f97e847f-4646-4840-a436-a86f33223d0c;;;cvrnummer;focus
25;0;25;0;0;0;1;2018-01-01T10:27:29.538;https://erst.virk.dk/virksomhedsregistrering/aendring/;;;;
25;0;25;0;0;0;1;2018-01-01T10:27:36.499;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=26894521-e36b-42f0-8909-8c53f3a2ed7e;;;;
25;0;25;0;0;0;1;2018-01-01T10:27:41.859;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=26894521-e36b-42f0-8909-8c53f3a2ed7e;;;cvrnummer;blur
25;0;25;0;0;0;1;2018-01-01T10:27:56.189;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=26894521-e36b-42f0-8909-8c53f3a2ed7e;;;cvrnummer;focus
25;0;25;0;0;0;1;2018-01-01T10:27:58.173;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=26894521-e36b-42f0-8909-8c53f3a2ed7e;;;cvrnummer;blur
25;0;25;0;0;0;1;2018-01-01T10:27:58.174;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=26894521-e36b-42f0-8909-8c53f3a2ed7e;;;_action_soeg;focus
26;0;26;0;0;0;1;2018-01-01T13:13:37.180;https://erst.virk.dk/virksomhedsregistrering/aendring/;;;;
26;0;26;0;0;0;1;2018-01-01T13:13:42.013;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=161ae9b0-4d4e-4816-966d-4af199c4f870;;;;
26;0;26;0;0;0;1;2018-01-01T13:13:43.795;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=161ae9b0-4d4e-4816-966d-4af199c4f870;;;cvrnummer;blur
26;0;26;0;1;0;1;2018-01-01T13:14:04.949;https://erst.virk.dk/aendringer/38428586/overblik/index;;;;
26;0;26;0;1;0;1;2018-01-01T13:17:01.835;https://erst.virk.dk/aendringer/38428586/dokumenter/index;;;;
26;0;26;0;1;0;1;2018-01-01T13:17:40.037;https://erst.virk.dk/aendringer/38428586/dokumenter/index;;;Dato for godkendelse af dokument *;focus
26;0;26;0;1;0;1;2018-01-01T13:17:44.106;https://erst.virk.dk/aendringer/38428586/dokumenter/index;;;Dato for godkendelse af dokument *;blur
26;0;26;0;1;0;1;2018-01-01T13:17:44.211;https://erst.virk.dk/aendringer/38428586/dokumenter/index;;;Dato for godkendelse af dokument *;focus
26;0;26;0;1;0;1;2018-01-01T13:17:46.462;https://erst.virk.dk/aendringer/38428586/dokumenter/index;;;Dato for godkendelse af dokument *;blur
26;0;26;0;1;0;1;2018-01-01T13:17:56.053;https://erst.virk.dk/aendringer/38428586/dokumenter/index;;;;
26;0;26;0;1;0;1;2018-01-01T13:18:09.007;https://erst.virk.dk/aendringer/X18-AA-01-FG/overblik/index;;;;
26;0;26;0;1;0;1;2018-01-01T13:19:47.781;https://erst.virk.dk/aendringer/X18-AA-01-FG/overblik/tilOpsummering;;;;
27;0;27;0;0;0;0;2018-01-01T12:36:15.170;https://erst.virk.dk/virksomhedsregistrering/aendring/;;;;
27;0;27;0;0;0;0;2018-01-01T12:36:22.565;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=c7333c1c-7951-4ed0-b5ee-e87fd59cbe46;;;;
27;0;27;0;0;0;0;2018-01-01T12:36:46.333;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=c7333c1c-7951-4ed0-b5ee-e87fd59cbe46;;;cvrnummer;blur
27;0;27;0;0;0;0;2018-01-01T12:36:46.350;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=c7333c1c-7951-4ed0-b5ee-e87fd59cbe46;;;_action_soeg;focus
28;0;28;0;0;0;1;2018-01-01T13:40:50.156;https://erst.virk.dk/virksomhedsregistrering/aendring/;;;;
28;0;28;0;0;0;1;2018-01-01T13:41:03.728;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=8b5c2fcc-e72f-4e89-8597-323a776f7d3d;;;;
28;0;28;0;0;0;1;2018-01-01T13:41:07.638;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=8b5c2fcc-e72f-4e89-8597-323a776f7d3d;;;cvrnummer;blur
28;0;28;0;0;0;1;2018-01-01T13:41:15.050;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=8b5c2fcc-e72f-4e89-8597-323a776f7d3d;;;cvrnummer;focus
28;0;28;0;0;0;1;2018-01-01T13:41:21.546;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=8b5c2fcc-e72f-4e89-8597-323a776f7d3d;;;cvrnummer;blur
28;0;28;0;0;0;1;2018-01-01T13:41:24.475;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=8b5c2fcc-e72f-4e89-8597-323a776f7d3d;;;cvrnummer;focus
28;0;28;0;0;0;1;2018-01-01T13:41:29.348;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=8b5c2fcc-e72f-4e89-8597-323a776f7d3d;;;cvrnummer;blur
28;0;28;0;0;0;1;2018-01-01T13:41:29.350;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=8b5c2fcc-e72f-4e89-8597-323a776f7d3d;;;_action_soeg;focus
29;0;29;0;0;1;0;2018-01-01T11:32:26.218;https://erst.virk.dk/virksomhedsregistrering/aendring/;;;;
29;0;29;0;0;1;0;2018-01-01T11:33:02.685;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=e5583a51-bdbf-4fbe-9b46-ac8a4c54c655;;;;
29;0;29;0;0;1;0;2018-01-01T11:33:22.125;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=e5583a51-bdbf-4fbe-9b46-ac8a4c54c655;;;cvrnummer;blur
29;0;29;0;0;1;0;2018-01-01T11:33:22.134;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=e5583a51-bdbf-4fbe-9b46-ac8a4c54c655;;;_action_soeg;focus
29;0;29;0;2;1;0;2018-01-01T11:34:27.177;https://erst.virk.dk/aendringer/38136054/overblik/index;;;;
30;0;30;0;0;0;0;2018-01-01T11:00:00.007;https://erst.virk.dk/virksomhedsregistrering/aendring/;;;;
30;0;30;0;0;0;0;2018-01-01T11:00:00.620;https://erst.virk.dk/virksomhedsregistrering/aendring/?formularId=30184&forloebId=4a8b38ff-e9c3-4319-868b-a32ea4829dd4;;;;
31;0;31;0;0;0;0;2018-01-01T10:57:51.763;https://erst.virk.dk/virksomhedsregistrering/aendring/;;;;
31;0;31;0;0;0;0;2018-01-01T10:58:05.571;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=f57b94e1-da5d-4044-a548-98b15ca4f122;;;;
31;0;31;0;0;0;0;2018-01-01T11:06:57.773;https://erst.virk.dk/virksomhedsregistrering/aendring/?formularId=30184&forloebId=3dfdd37e-611f-4f29-9681-f3e6ec644070;;;cvrnummer;blur
31;0;31;0;0;0;0;2018-01-01T11:07:02.839;https://erst.virk.dk/virksomhedsregistrering/aendring/?formularId=30184&forloebId=3dfdd37e-611f-4f29-9681-f3e6ec644070;;;cvrnummer;focus
31;0;31;0;0;0;0;2018-01-01T11:07:02.855;https://erst.virk.dk/virksomhedsregistrering/aendring/?formularId=30184&forloebId=3dfdd37e-611f-4f29-9681-f3e6ec644070;;;cvrnummer;focus
32;0;32;0;0;0;0;2018-01-01T11:06:51.776;https://erst.virk.dk/virksomhedsregistrering/aendring/;;;;
32;0;32;0;0;0;0;2018-01-01T11:06:52.394;https://erst.virk.dk/virksomhedsregistrering/aendring/?formularId=30184&forloebId=3dfdd37e-611f-4f29-9681-f3e6ec644070;;;;
33;0;33;0;0;0;1;2018-01-01T10:38:53.656;https://erst.virk.dk/virksomhedsregistrering/aendring/;;;;
33;0;33;0;0;0;1;2018-01-01T10:39:04.698;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=39218d39-53d0-4fb1-a51d-fa5e6009e81a;;;;
33;0;33;0;0;0;1;2018-01-01T10:39:13.744;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=39218d39-53d0-4fb1-a51d-fa5e6009e81a;;;cvrnummer;blur
34;0;34;0;0;1;0;2018-01-01T12:57:34.207;https://erst.virk.dk/virksomhedsregistrering/aendring/;;;;
34;0;34;0;0;1;0;2018-01-01T12:57:51.099;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=65f33789-85ce-4f33-9f69-5028bcc92902;;;;
34;0;34;0;0;1;0;2018-01-01T12:57:59.142;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=65f33789-85ce-4f33-9f69-5028bcc92902;;;cvrnummer;blur
34;0;34;0;0;1;0;2018-01-01T13:06:37.523;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=65f33789-85ce-4f33-9f69-5028bcc92902;;;;
35;0;35;0;0;1;0;2018-01-01T10:55:09.020;https://erst.virk.dk/virksomhedsregistrering/aendring/;;;;
35;0;35;0;0;1;0;2018-01-01T10:55:35.709;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=bd44dbf4-6957-4d58-b43c-d55292d4a0db;;;;
35;0;35;0;0;1;0;2018-01-01T10:55:47.964;https://erst.virk.dk/virksomhedsregistrering/aendring/index?formularId=30184&forloebId=bd44dbf4-6957-4d58-b43c-d55292d4a0db;;;cvrnummer;blur
36;0;36;0;0;1;0;2018-01-01T10:32:52.842;https://erst.virk.dk/virksomhedsregistrering/aendring/;;;;
